No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
151,서울특별시 강남구 개포동 183,127.0700059,37.49041671,정좌표,서울특별시 강남구 개포동 183,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
152,서울특별시 강남구 개포동 182-1,127.0681874,37.48977451,정좌표,서울특별시 강남구 개포동 182-1,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
153,서울특별시 강남구 개포동 182-1,127.0681874,37.48977451,정좌표,서울특별시 강남구 개포동 182-1,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
154,서울특별시 강남구 개포동 186,127.0666302,37.48895107,정좌표,서울특별시 강남구 개포동 186,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
155,서울특별시 강남구 개포동 186,127.0666302,37.48895107,정좌표,서울특별시 강남구 개포동 186,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
156,서울특별시 강남구 개포동 655-3,127.053219,37.48111594,정좌표,서울특별시 강남구 개포동 655-3,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
157,서울특별시 강남구 개포동 655-3,127.053219,37.48111594,정좌표,서울특별시 강남구 개포동 655-3,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
158,서울특별시 강남구 개포동 1231-1,127.0473329,37.47845639,정좌표,서울특별시 강남구 개포동 1231-1,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
159,서울특별시 강남구 개포동 1231-1,127.0473329,37.47845639,정좌표,서울특별시 강남구 개포동 1231-1,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
160,서울특별시 강남구 개포동 1239-19,127.0450767,37.47855362,정좌표,서울특별시 강남구 개포동 1239-19,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
161,서울특별시 강남구 개포동 1239-19,127.0450767,37.47855362,정좌표,서울특별시 강남구 개포동 1239-19,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
162,서울특별시 강남구 개포동 1246-2,127.0459074,37.47870124,정좌표,서울특별시 강남구 개포동 1246-2,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
163,서울특별시 강남구 개포동 1246-2,127.0459074,37.47870124,정좌표,서울특별시 강남구 개포동 1246-2,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
164,서울특별시 강남구 일원동 613,127.0746049,37.48935069,정좌표,서울특별시 강남구 일원동 613,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
165,서울특별시 강남구 일원동 613,127.0746049,37.48935069,정좌표,서울특별시 강남구 일원동 613,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
166,서울특별시 강남구 개포동 152,127.0658839,37.48670229,정좌표,서울특별시 강남구 개포동 152,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
167,서울특별시 강남구 개포동 152,127.0658839,37.48670229,정좌표,서울특별시 강남구 개포동 152,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
168,서울특별시 강남구 개포동 186-2,127.0669302,37.48836596,정좌표,서울특별시 강남구 개포동 186-2,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
169,서울특별시 강남구 개포동 186-2,127.0669302,37.48836596,정좌표,서울특별시 강남구 개포동 186-2,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
170,서울특별시 강남구 개포동 650 구룡중학교 앞,127.0564032,37.48589094,정좌표,서울특별시 강남구 개포동 650 구룡중학교 앞,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
171,서울특별시 강남구 개포동 650 구룡중학교 앞,127.0564032,37.48589094,정좌표,서울특별시 강남구 개포동 650 구룡중학교 앞,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
172,서울특별시 강남구 도곡동 467-18,127.0510289,37.48707088,정좌표,서울특별시 강남구 도곡동 467-18,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
173,서울특별시 강남구 도곡동 467-18,127.0510289,37.48707088,정좌표,서울특별시 강남구 도곡동 467-18,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
174,서울특별시 강남구 개포동 1194-6,127.0484285,37.47437849,정좌표,서울특별시 강남구 개포동 1194-6,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
175,서울특별시 강남구 개포동 1194-6,127.0484285,37.47437849,정좌표,서울특별시 강남구 개포동 1194-6,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
176,서울특별시 강남구 개포동 1229-4,127.0453229,37.4773816,정좌표,서울특별시 강남구 개포동 1229-4,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
177,서울특별시 강남구 개포동 1229-4,127.0453229,37.4773816,정좌표,서울특별시 강남구 개포동 1229-4,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
178,서울특별시 강남구 도곡동 518-10,127.0430158,37.48241508,정좌표,서울특별시 강남구 도곡동 518-10,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
179,서울특별시 강남구 도곡동 518-10,127.0430158,37.48241508,정좌표,서울특별시 강남구 도곡동 518-10,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
180,서울특별시 강남구 도곡동 459-4,127.0470325,37.4832689,정좌표,서울특별시 강남구 도곡동 459-4,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
181,서울특별시 강남구 도곡동 459-4,127.0470325,37.4832689,정좌표,서울특별시 강남구 도곡동 459-4,도로변(횡단보도 포함), 일반쓰레기,서울특별시 강남구청,
182,서울특별시 강남구 일원동 617 영희초등학교,127.0812525,37.49193253,정좌표,서울특별시 강남구 일원동 617 영희초등학교,도로변(횡단보도 포함), 재활용쓰레기,서울특별시 강남구청,
183,서울특별시 강남구 일원동 617 영희초등학교,127.0812525,37.49193253,정좌표,서울특별시 강남구 일원동 617 영희초등학교,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
184,서울특별시 강남구 일원본동 731,127.0774869,37.48188099,정좌표,서울특별시 강남구 일원본동 731,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
185,서울특별시 강남구 일원본동 731,127.0774869,37.48188099,정좌표,서울특별시 강남구 일원본동 731,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
186,서울특별시 강남구 수서동 724,127.1031164,37.48731827,정좌표,서울특별시 강남구 수서동 724,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
187,서울특별시 강남구 수서동 724,127.1031164,37.48731827,정좌표,서울특별시 강남구 수서동 724,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
188,서울특별시 강남구 개포동 273 포이초등학교 앞,127.0722389,37.49313179,인근좌표,서울특별시 강남구 개포동 273 포이초등학교 앞,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
189,서울특별시 강남구 개포동 273 포이초등학교 앞,127.0722389,37.49313179,인근좌표,서울특별시 강남구 개포동 273 포이초등학교 앞,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
190,서울특별시 강남구 개포동 272 국악고등학교 앞,127.0722389,37.49313179,인근좌표,서울특별시 강남구 개포동 272 국악고등학교 앞,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
191,서울특별시 강남구 개포동 272 국악고등학교 앞,127.0722389,37.49313179,인근좌표,서울특별시 강남구 개포동 272 국악고등학교 앞,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
192,서울특별시 강남구 역삼동747-24,127.0386784,37.49623057,정좌표,서울특별시 강남구 역삼동747-24,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
193,서울특별시 강남구 역삼동747-24,127.0386784,37.49623057,정좌표,서울특별시 강남구 역삼동747-24,"정류소(버스, 택시 등)", 일반쓰레기,서울특별시 강남구청,
194,서울특별시 강남구 역삼동747-25,127.0386784,37.49623057,정좌표,서울특별시 강남구 역삼동747-25,"정류소(버스, 택시 등)", 재활용쓰레기,서울특별시 강남구청,
1,서울특별시 성동구 도선동 15-3,127.0359075,37.56321644,인근좌표,서울특별시 성동구 도선동 15-3 용호공사 옆 거창식당 앞,,일반쓰레기,서울시 성동구청,
2,서울특별시 성동구 도선동 409,127.030359,37.56500278,인근좌표,서울특별시 성동구 도선동 409 세븐일레븐 앞,,일반+담배꽁초 ,서울시 성동구청,
3,서울특별시 성동구 마장동 792,127.0422783,37.56534371,정좌표,서울특별시 성동구 마장동 792 마장갈비 앞,,일반쓰레기 ,서울시 성동구청,
4,서울특별시 성동구 사근동 33-10,127.0477662,37.55336802,인근좌표,서울특별시 성동구 사근동 33-10 모닝글로리 서점 앞,,일반쓰레기,서울시 성동구청,
5,서울특별시 성동구 행당동 1-13,127.0391806,37.5610981,정좌표,서울특별시 성동구 행당동 1-13 왕십리역 6번출구 위 공원,,일반쓰레기,서울시 성동구청,
6,서울특별시 성동구 행당동 1-13,127.0391806,37.5610981,정좌표,서울특별시 성동구 행당동 1-13 왕십리역 6번출구 위 공원,,일반쓰레기,서울시 성동구청,
7,서울특별시 성동구 하왕십리동 966-13,127.0329826,37.56247532,정좌표,서울특별시 성동구 하왕십리동 966-13 왕십리로327 국민은행 앞,,일반+담배꽁초 ,서울시 성동구청,
8,서울특별시 성동구 도선동 256-1,127.0330877,37.56309886,정좌표,서울특별시 성동구 도선동 256-1 왕십리로 332-1 유노헤어샾,,일반+담배꽁초 ,서울시 성동구청,
9,서울특별시 성동구 행당동 284,127.0346559,37.56086665,정좌표,서울특별시 성동구 행당동 284 왕십리로 303 성동우체국앞,,일반쓰레기,서울시 성동구청,
10,서울특별시 성동구 행당동 284,127.0346559,37.56086665,정좌표,서울특별시 성동구 행당동 284 왕십리로 303 성동우체국앞,, 재활용쓰레기 수거용,서울시 성동구청,
11,서울특별시 성동구 행당동 347,127.0270933,37.55789202,정좌표,서울특별시 성동구 행당동 347 행당로 87길 농협 앞,,일반+담배꽁초 ,서울시 성동구청,
12,서울특별시 성동구 금호동4가 559,127.022112,37.54802524,정좌표,서울특별시 성동구 금호동4가 559 도원문고 앞,,일반+담배꽁초 ,서울시 성동구청,
13,서울특별시 성동구 금호동4가 1109,127.0209747,37.54814341,정좌표,서울특별시 성동구 금호동4가 1109 우리은행 공원 앞,,일반+담배꽁초 ,서울시 성동구청,
14,서울특별시 성동구 금호동 4가 340,127.0224317,37.54474613,정좌표,"서울특별시 성동구 금호동 4가 340 금호로 17, 서울숲푸르지오 버스정류장 앞",,일반+담배꽁초 ,서울시 성동구청,
15,서울특별시 성동구 옥수동 559,127.0119926,37.54201604,정좌표,서울특별시 성동구 옥수동 559 농협 옥수지점 앞,,일반+담배꽁초 ,서울시 성동구청,
16,서울특별시 성동구 옥수동 428,127.0115265,37.54325604,정좌표,서울특별시 성동구 옥수동 428 옥수 극동아파트 정문 앞,,일반+담배꽁초 ,서울시 성동구청,
17,서울특별시 성동구 옥수동 561,127.0138212,37.54495024,정좌표,"서울특별시 성동구 옥수동 561 매봉길 13, 옥수리버젠 203동 앞",,일반+담배꽁초 ,서울시 성동구청,
18,서울특별시 성동구 옥수동 561,127.0138212,37.54495024,정좌표,"서울특별시 성동구 옥수동 561 매봉길 13, 옥수리버젠 112동 앞",,일반+담배꽁초 ,서울시 성동구청,
19,서울특별시 성동구 성수동1가 656-75,127.0441603,37.54781895,정좌표,서울특별시 성동구 성수동1가 656-75 재향군인회 앞,,담배꽁초 수거용,서울시 성동구청,
20,서울특별시 성동구 성수동1가 656-335,127.0449306,37.54186073,정좌표,서울특별시 성동구 성수동1가 656-335 대한통운 택배 앞,,담배꽁초 수거용,서울시 성동구청,
21,서울특별시 성동구 성수동1가 685-701,127.0433199,37.54291084,정좌표,서울특별시 성동구 성수동1가 685-701 분당선 서울숲역 3번출구 앞,,일반쓰레기,서울시 성동구청,
22,서울특별시 성동구 성수동1가 685-701,127.0433199,37.54291084,정좌표,서울특별시 성동구 성수동1가 685-701 분당선 서울숲역 3번출구 앞,, 재활용쓰레기 수거용,서울시 성동구청,
23,서울특별시 성동구 성수동1가 685-580,127.04437,37.5463256,정좌표,서울특별시 성동구 성수동1가 685-580 성수1가 2동 주민센터 앞,,일반+담배꽁초,서울시 성동구청,
24,서울특별시 성동구 성수동1가 685-580,127.04437,37.5463256,정좌표,서울특별시 성동구 성수동1가 685-580 성수1가 2동 주민센터 앞,,재활용쓰레기 수거용,서울시 성동구청,
25,서울특별시 성동구 성수동2가 236-7,127.0605516,37.53689234,정좌표,서울특별시 성동구 성수동2가 236-7 신흥보세창고 앞,,일반쓰레기,서울시 성동구청,
26,서울특별시 성동구 성수동2가 299-239,127.0553182,37.54947528,정좌표,서울특별시 성동구 성수동2가 299-239 도요타 앞,,일반쓰레기,서울시 성동구청,
27,서울특별시 성동구 성수동2가 280-41,127.0619755,37.5478952,정좌표,서울특별시 성동구 성수동2가 280-41 CU 앞,,일반쓰레기,서울시 성동구청,
28,서울특별시 성동구 성수동2가 315-1,127.056596,37.54398452,정좌표,서울특별시 성동구 성수동2가 315-1 보들리애 치킨 앞,,일반쓰레기,서울시 성동구청,
29,서울특별시 성동구 성수동2가 300-5,127.055056,37.54518644,정좌표,서울특별시 성동구 성수동2가 300-5 성수역 1번 출구,,일반쓰레기,서울시 성동구청,
30,서울특별시 성동구 성수동2가 279-50,127.0652804,37.54537176,정좌표,서울특별시 성동구 성수동2가 279-50 IBK 기업은행 앞,,담배꽁초 수거용,서울시 성동구청,
31,서울특별시 성동구 성수동2가 331-8,127.0561215,37.53867022,정좌표,서울특별시 성동구 성수동2가 331-8 교촌치킨 앞,,담배꽁초 수거용,서울시 성동구청,
32,서울특별시 성동구 성수동2가 231-1,127.0602872,37.53782744,정좌표,서울특별시 성동구 성수동2가 231-1 소방서 앞,,담배꽁초 수거용,서울시 성동구청,
33,서울특별시 성동구 성수동 2가 275-6,127.062596,37.54037431,정좌표,서울특별시 성동구 성수동 2가 275-6 참나무로 바베큐 앞,,담배꽁초 수거용,서울시 성동구청,
34,서울특별시 성동구 송정동 66-263,127.0639967,37.54837826,정좌표,서울특별시 성동구 송정동 66-263 남상정 세무사 앞,,일반쓰레기,서울시 성동구청,
35,서울특별시 성동구 용답동 62-2,127.0542102,37.56521842,정좌표,서울특별시 성동구 용답동 62-2 용답동 다이소 앞,,일반쓰레기,서울시 성동구청,
36,서울특별시 성동구 용답동 235-1,127.0665288,37.56081063,정좌표,서울특별시 성동구 용답동 235-1 현대자동차 앞,,일반쓰레기,서울시 성동구청,
37,서울특별시 성동구 성수 1가 72-91,128.7252327,35.85826887,정좌표,서울특별시 성동구 성수 1가 72-91 홈플러스 365앞,,담배꽁초 수거용,서울시 성동구청,
38,서울특별시 성동구 성수동2가 231-1,127.0602872,37.53782744,정좌표,서울특별시 성동구 성수동2가 231-1 소방서 앞,,일반쓰레기,서울시 성동구청,
39,서울특별시 성동구 성수동 2가 275-6,127.062596,37.54037431,정좌표,서울특별시 성동구 성수동 2가 275-6 참나무로 바베큐 앞,,일반쓰레기,서울시 성동구청,
40,서울특별시 성동구 송정동 66-263,127.0639967,37.54837826,정좌표,서울특별시 성동구 송정동 66-263 남상정 세무사 앞,, 재활용쓰레기 수거용,서울시 성동구청,
41,서울특별시 성동구 용답동 62-2,127.0542102,37.56521842,정좌표,서울특별시 성동구 용답동 62-2 용답동 다이소 앞,,재활용쓰레기 수거용,서울시 성동구청,
42,서울특별시 성동구 성수 1가 72-91,128.7252327,35.85826887,정좌표,서울특별시 성동구 성수 1가 72-91 홈플러스 365앞,,일반쓰레기,서울시 성동구청,
43,서울특별시 성동구 행당동 196,127.03649,37.56103171,인근좌표,서울특별시 성동구 행당동 196 왕십리역4번출구 ,,일반쓰레기,서울시 성동구청,
44,서울특별시 성동구 행당동 196,127.03649,37.56103171,인근좌표,서울특별시 성동구 행당동 196 마을버스 정류장 앞,,일반쓰레기,서울시 성동구청,
45,서울특별시 성동구 행당동 7,127.036721,37.56320617,정좌표,서울특별시 성동구 행당동 7 성동구청 버스정류장 앞,,일반쓰레기,서울시 성동구청,
46,서울특별시 성동구 마장동 521-10,127.0377997,37.56967784,정좌표,서울특별시 성동구 마장동 521-10 국민은행 버스정류장 옆,,일반쓰레기,서울시 성동구청,
47,서울특별시 성동구 마장동 474-25,127.0373586,37.57024898,정좌표,서울특별시 성동구 마장동 474-25 농협은행 버스정류장 옆,,일반쓰레기,서울시 성동구청,
48,서울특별시 성동구 하왕십리동 890-81,127.0280461,37.56448694,정좌표,서울특별시 성동구 하왕십리동 890-81 대중약국 앞 횡단보도 옆,,일반쓰레기,서울시 성동구청,
49,서울특별시 성동구 행당동 322-1,127.0328425,37.55738964,정좌표,서울특별시 성동구 행당동 322-1 마을버스 정류장 옆,,일반쓰레기,서울시 성동구청,
50,서울특별시 성동구 응봉동 101,127.0334228,37.55315896,정좌표,서울특별시 성동구 응봉동 101 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
51,서울특별시 성동구 행당동 349,127.0362286,37.55511992,정좌표,서울특별시 성동구 행당동 349 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
52,서울특별시 성동구 행당동 320-6,127.0348248,37.55761093,정좌표,"서울특별시 성동구 행당동 320-6 육교,버스 정류장 부근",,일반쓰레기,서울시 성동구청,
53,서울특별시 성동구 금호동1가 632,127.0258138,37.55433521,정좌표,서울특별시 성동구 금호동1가 632 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
54,서울특별시 성동구 금호동1가 122,127.0201861,37.55496151,정좌표,서울특별시 성동구 금호동1가 122 신금호역 앞 횡단보도,,일반쓰레기,서울시 성동구청,
55,서울특별시 성동구 금호동2가 1217,127.0245163,37.55128274,정좌표,서울특별시 성동구 금호동2가 1217 아파트입구 횡단보도,,일반쓰레기,서울시 성동구청,
56,서울특별시 성동구 금호동1가 1756,127.02575,37.55142781,정좌표,서울특별시 성동구 금호동1가 1756 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
57,서울특별시 성동구 금호동3가 210-2,127.0253814,37.54823125,정좌표,서울특별시 성동구 금호동3가 210-2 금호사거리 횡당보도 옆,,일반쓰레기,서울시 성동구청,
58,서울특별시 성동구 행당동 산17,127.0412293,37.5588542,인근좌표,서울특별시 성동구 행당동 산17 한양대역 3번출구 앞,,일반쓰레기,서울시 성동구청,
59,서울특별시 성동구 행당동 산17,127.0412293,37.5588542,인근좌표,서울특별시 성동구 행당동 산17 한양대역 1번출구 앞,,일반쓰레기,서울시 성동구청,
60,서울특별시 성동구 행당동 251-2,127.0360516,37.55993771,정좌표,서울특별시 성동구 행당동 251-2 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
61,서울특별시 성동구 마장동 798-1,127.0413483,37.56480376,정좌표,서울특별시 성동구 마장동 798-1 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
62,서울특별시 성동구 용답동 228-5,127.0608453,37.5616298,정좌표,서울특별시 성동구 용답동 228-5 용답우체국 횡단보도 앞,,일반쓰레기,서울시 성동구청,
63,서울특별시 성동구 송정동 97,127.0723274,37.55761727,정좌표,서울특별시 성동구 송정동 97 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
64,서울특별시 성동구 송정동 15-2,127.0692062,37.55192305,정좌표,서울특별시 성동구 송정동 15-2 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
65,서울특별시 성동구 성수동2가 279-44,127.0648718,37.54439752,정좌표,서울특별시 성동구 성수동2가 279-44 프라임병원 횡단보도 앞,,일반쓰레기,서울시 성동구청,
66,서울특별시 성동구 성수동2가 300-9,127.053859,37.54554372,정좌표,서울특별시 성동구 성수동2가 300-9 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
67,서울특별시 성동구 성수동1가 656-745,127.0447822,37.54818593,인근좌표,서울특별시 성동구 성수동1가 656-745 뚝섬역 1번출구 앞,,일반쓰레기,서울시 성동구청,
68,서울특별시 성동구 성수동2가 315-1,127.056596,37.54398452,정좌표,서울특별시 성동구 성수동2가 315-1 성수역 3번출구 앞,,일반쓰레기,서울시 성동구청,
69,서울특별시 성동구 성수동2가 275-53,127.0631952,37.54142069,정좌표,서울특별시 성동구 성수동2가 275-53 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
70,서울특별시 성동구 성수동1가 656-3,127.0451736,37.54265358,정좌표,서울특별시 성동구 성수동1가 656-3 서울숲역 2번출구 앞,,일반쓰레기,서울시 성동구청,
71,서울특별시 성동구 성수동1가 661-2,127.0449487,37.5461032,정좌표,서울특별시 성동구 성수동1가 661-2 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
72,서울특별시 성동구 성수동1가 656-1731,127.0451168,37.54774468,정좌표,서울특별시 성동구 성수동1가 656-1731 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
73,서울특별시 성동구 행당동192-29  ,127.0367858,37.5649145,정좌표,서울특별시 성동구 행당동192-29   성동샤르망 오피스텔 앞,,일반쓰레기,서울시 성동구청,
74,서울특별시 성동구 하왕십리동700 ,127.0285914,37.5669062,인근좌표,서울특별시 성동구 하왕십리동700  센트라스130동 횡단보도 앞,,일반+담배꽁초 ,서울시 성동구청,
75,서울특별시 성동구 행당동286-70  ,127.0340429,37.56184911,정좌표,서울특별시 성동구 행당동286-70   NH농협은행,,일반+담배꽁초 ,서울시 성동구청,
76,서울특별시 성동구 도선동53,127.0340422,37.56249991,정좌표,서울특별시 성동구 도선동53  한성아펠타워 횡단보도 앞,,일반+담배꽁초 ,서울시 성동구청,
77,서울특별시 성동구 성수동2가302-5 ,127.052107,37.54539354,정좌표,서울특별시 성동구 성수동2가302-5  대왕금속 앞,,일반쓰레기,서울시 성동구청,
78,서울특별시 성동구 성수동1가656-766,127.0484472,37.54651001,정좌표,서울특별시 성동구 성수동1가656-766 뚝섬역5번출구앞,,일반쓰레기,서울시 성동구청,
79,서울특별시 성동구 성수동1가656-75,127.0441603,37.54781895,정좌표,서울특별시 성동구 성수동1가656-75 에스콰이어빌딩 앞,,일반쓰레기,서울시 성동구청,
80,서울특별시 성동구 금호동3가373-1 ,127.0224447,37.54834395,정좌표,서울특별시 성동구 금호동3가373-1   행복이열리는약국 앞,,일반+담배꽁초 ,서울시 성동구청,
81,서울특별시 성동구 금호동4가593  ,127.0210159,37.54763176,정좌표,서울특별시 성동구 금호동4가593   네일슈가 앞,,일반+담배꽁초 ,서울시 성동구청,
82,서울특별시 성동구 금호동4가198 ,127.0249897,37.54669724,인근좌표,서울특별시 성동구 금호동4가198  서울숲푸르지오 상가 앞,,일반+담배꽁초 ,서울시 성동구청,
83,서울특별시 성동구 옥수동285-85 ,127.014552,37.54347421,정좌표,서울특별시 성동구 옥수동285-85  기아자동차 앞,,일반+담배꽁초 ,서울시 성동구청,
84,서울특별시 성동구 옥수동 244-3 ,127.0125358,37.54256696,정좌표,서울특별시 성동구 옥수동 244-3  블루클럽 앞,,일반쓰레기,서울시 성동구청,
85,서울특별시 성동구 옥수동262-12 ,127.013007,37.54284878,정좌표,서울특별시 성동구 옥수동262-12  전주행 식당 앞,,일반+담배꽁초 ,서울시 성동구청,
86,서울특별시 성동구 옥수동447-4 ,127.0107995,37.54127699,정좌표,서울특별시 성동구 옥수동447-4  홈플러스마트 앞,,일반+담배꽁초 ,서울시 성동구청,
87,서울특별시 성동구 행당동192-8 ,127.0362753,37.56168244,정좌표,서울특별시 성동구 행당동192-8  왕십리2호선3번출구 앞,,일반쓰레기,서울시 성동구청,
88,서울특별시 성동구 마장동523-4 ,127.0383182,37.57110996,정좌표,서울특별시 성동구 마장동523-4  대명자동차 앞,,일반쓰레기,서울시 성동구청,
89,서울특별시 성동구 마장동568-19  ,127.0370653,37.56900011,정좌표,서울특별시 성동구 마장동568-19   브이쿨렌트카 앞,,일반쓰레기,서울시 성동구청,
90,서울특별시 성동구 행당동322-175 ,127.033919,37.55616826,정좌표,서울특별시 성동구 행당동322-175  오렌지동물병원 버스 정류장 앞,,일반쓰레기,서울시 성동구청,
91,서울특별시 성동구 응봉동200-1,127.0310804,37.54988721,정좌표,서울특별시 성동구 응봉동200-1  파리바게뜨 앞,,일반쓰레기,서울시 성동구청,
92,서울특별시 성동구 응봉동228-20 ,127.0355011,37.55166787,정좌표,서울특별시 성동구 응봉동228-20  성진바이크 앞,,일반쓰레기,서울시 성동구청,
93,서울특별시 성동구 행당동133-5 ,127.0369552,37.55889305,정좌표,서울특별시 성동구 행당동133-5  대원공인중개사 앞,,일반쓰레기,서울시 성동구청,
94,서울특별시 성동구 금호동1가167-35 ,127.0238981,37.55578504,정좌표,서울특별시 성동구 금호동1가167-35  드림인테리어 앞,,일반쓰레기,서울시 성동구청,
95,서울특별시 성동구 금호동1가103 ,127.0200959,37.55610614,정좌표,서울특별시 성동구 금호동1가103  위드미마트 앞,,일반쓰레기,서울시 성동구청,
96,서울특별시 성동구 금호동1가179-59 ,127.0243896,37.55376167,정좌표,서울특별시 성동구 금호동1가179-59  신흥카센타 앞,,일반쓰레기,서울시 성동구청,
97,서울특별시 성동구 금호동1가1797-1,127.026225,37.54927459,정좌표,서울특별시 성동구 금호동1가1797-1  태능숯불갈비 앞,,일반쓰레기,서울시 성동구청,
98,서울특별시 성동구 금호동4가145 ,127.0240583,37.54797416,정좌표,서울특별시 성동구 금호동4가145  늑대와여우컴퓨터 앞,,일반쓰레기,서울시 성동구청,
99,서울특별시 성동구 행당동19-100 ,127.0405412,37.55870683,정좌표,서울특별시 성동구 행당동19-100  (팅커벨상가)버스정류장 앞,,일반쓰레기,서울시 성동구청,
100,서울특별시 성동구 마장동388-2 ,127.0419098,37.56303153,정좌표,서울특별시 성동구 마장동388-2  버스 정류장 앞,,일반쓰레기,서울시 성동구청,
101,서울특별시 성동구 마장동773-2,127.0414486,37.5656814,정좌표,서울특별시 성동구 마장동773-2 SC제일은행 마장역1번출구 앞,,일반쓰레기,서울시 성동구청,
102,서울특별시 성동구 용답동1-2 ,127.0545299,37.56497166,정좌표,서울특별시 성동구 용답동1-2  용답동 파리바케뜨 앞,,일반쓰레기,서울시 성동구청,
103,서울특별시 성동구 용답동232-1,127.0633285,37.5612786,정좌표,서울특별시 성동구 용답동232-1  CU편의점 앞,,일반쓰레기,서울시 성동구청,
104,서울특별시 성동구 용답동235-5 ,127.0677856,37.56063499,정좌표,서울특별시 성동구 용답동235-5  육대장 앞 ,,일반쓰레기,서울시 성동구청,
105,서울특별시 성동구 성수동2가300-1 ,127.0569586,37.5446739,정좌표,서울특별시 성동구 성수동2가300-1  성수역2번출구 앞,,일반쓰레기,서울시 성동구청,
106,서울특별시 성동구 송정동81-16 ,127.0563395,37.54968053,정좌표,서울특별시 성동구 송정동81-16   센스빌오피스텔 앞,,일반쓰레기,서울시 성동구청,
107,서울특별시 성동구 송정동 90-7,127.0710337,37.55531357,정좌표,서울특별시 성동구 송정동 90-7 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
108,서울특별시 성동구 독서당로 173,127.0109028,37.5415657,정좌표,서울특별시 성동구 독서당로 173 버스 정류장 옆,,일반쓰레기,서울시 성동구청,
109,서울특별시 성동구 마조로58,127.0419134,37.5627806,정좌표,서울특별시 성동구 마조로58 편의점 옆,,담배꽁초 수거용,서울시 성동구청,
110,서울특별시 성동구 고산자로 339,127.0373246,37.5699059,정좌표,서울특별시 성동구 고산자로 339 횡단보도 옆,,담배꽁초 수거용,서울시 성동구청,
